Generation Model,Question Index,Question,Type,Source_QID,Original Chunk,Chunks Retrieved,Generated Answer,Reference Answer,Generation Prompt Used,Encoding Used
Qwen/Qwen3-0.6B,95,"If I finish my work abroad and then fly home, arriving just before midnight, do I get the per diem rate for the visited country for that last day?",Original,,Chunk_46,chunk_46; chunk_24; chunk_48; chunk_25; chunk_26; chunk_27; chunk_35; chunk_45; chunk_38; chunk_30,"If you finish your work abroad and then fly home arriving just before midnight, you would still receive the per diem rate for the visited country for that last day, as the per diem is granted for the country of the last business location abroad.","If, during an official trip abroad, the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,96,"Do I still receive the daily allowance for the country I was working in, even if my return flight lands very late on your last day there?",Paraphrased,Paraphrased from Ques_46 in Manual QA doc,Chunk_46,chunk_46; chunk_48; chunk_24; chunk_47; chunk_35; chunk_25; chunk_30; chunk_12; chunk_49; chunk_38,"Yes, you still receive the daily allowance for the country you were working in, even if your return flight lands very late on your last day there.","If, during an official trip abroad, the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,97,"In case of air travel, when is the country considered to have been reached?",Original,,Chunk_47,chunk_47; chunk_38; chunk_12; chunk_25; chunk_46; chunk_14; chunk_43; chunk_39; chunk_30; chunk_8,"In the case of air travel, the country is considered reached at the time the airplane lands there.","In the case of air travel, a country is deemed reached at the time the airplane lands there.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,98,When does arrival in a country officially occur for those traveling by plane?,Paraphrased,Paraphrased from Ques_47 in Manual QA doc,Chunk_47,chunk_47; chunk_25; chunk_46; chunk_12; chunk_38; chunk_43; chunk_9; chunk_8; chunk_39; chunk_14,The official arrival in a country is deemed to occur at the time the airplane lands there.,"In the case of air travel, a country is deemed reached at the time the airplane lands there.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,99,Under what condition is an airplane stopover covered by the travel reimbursement act?,Original,,Chunk_47,chunk_40; chunk_41; chunk_39; chunk_34; chunk_47; chunk_38; chunk_17; chunk_30; chunk_12; chunk_19,An airplane stopover is covered under the travel reimbursement act if it is necessary for the official trip to be continued at the vacation location.,Stopovers are disregarded unless they necessitate an overnight stay.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,100,Could you clarify the circumstances that would qualify an airplane layover for expense coverage under the travel reimbursement act?,Paraphrased,Paraphrased from Ques_48 in Manual QA doc,Chunk_47,chunk_41; chunk_40; chunk_7; chunk_38; chunk_60; chunk_11; chunk_16; chunk_15; chunk_33; chunk_39,"Under the State Travel Expense Act (LRKG) §  Determination of the Travel Expense Reimbursement in Special Cases, an airplane layover qualifies for expense coverage if it is part of an official trip. Specifically, if the layover is due to the early termination of a vacation or another private trip ordered for official reasons, the return journey from the layover location to the official premises would be treated as an official trip, and thus reimbursement would be granted.",Stopovers are disregarded unless they necessitate an overnight stay.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,101,Does the foreign per diem change after 14 days of staying at the same business location?,Original,,Chunk_48,chunk_48; chunk_46; chunk_25; chunk_24; chunk_35; chunk_30; chunk_26; chunk_45; chunk_7; chunk_27,"Yes, the foreign per diem changes after 14 days of staying at the same business location. The context states that if the stay at the same foreign business location (excluding departure and return days) lasts longer than 14 days, the foreign per diem according to paragraph shall be reduced by 10% from the 14th day onward.","If the stay at the same foreign business location (excluding departure and return days) lasts longer than 14 days, the foreign per diem according to paragraph 3 shall be reduced by 25 percent from the 15th day onward.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,102,"If someone remains at the same business location overseas for an extended period, is the daily allowance adjusted?",Paraphrased,Paraphrased from Ques_49 in Manual QA doc,Chunk_48,chunk_48; chunk_30; chunk_46; chunk_24; chunk_25; chunk_35; chunk_7; chunk_38; chunk_28; chunk_29,"Yes, the daily allowance is adjusted if the stay at the same business location overseas lasts longer than 7 days. The adjustment is based on the duration of the stay, with a reduction of 1% from the 7th day forward.","If the stay at the same foreign business location (excluding departure and return days) lasts longer than 14 days, the foreign per diem according to paragraph 3 shall be reduced by 25 percent from the 15th day onward.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,103,From which day of a long stay abroad does the per diem reduction take effect?,Original,,Chunk_48,chunk_48; chunk_46; chunk_24; chunk_25; chunk_35; chunk_70; chunk_27; chunk_45; chunk_30; chunk_26,The per diem reduction takes effect from the **eight-day** onward.,"Instead of the lump sum accommodation allowance, from the 15th day onward, the necessary documented accommodation costs shall be reimbursed.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,104,"When traveling for an extended period, on what date does the daily allowance decrease?",Paraphrased,Paraphrased from Ques_50 in Manual QA doc,Chunk_48,chunk_24; chunk_48; chunk_25; chunk_46; chunk_70; chunk_30; chunk_2; chunk_14; chunk_35; chunk_27,The daily allowance decreases on the day of departure and the day of return of a multi-day trip.,"Instead of the lump sum accommodation allowance, from the 15th day onward, the necessary documented accommodation costs shall be reimbursed.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,105,Who can receive a separation allowance?,Original,,Chunk_49,chunk_49; chunk_50; chunk_76; chunk_35; chunk_6; chunk_39; chunk_40; chunk_31; chunk_19; chunk_32,The separation allowance applies to officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement. It also applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office.,"Officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement shall receive a separation allowance for the necessary expenses incurred as a result, taking into account the savings at home. The same applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,106,What are the eligibility requirements for a separation allowance?,Paraphrased,Paraphrased from Ques_51 in Manual QA doc,Chunk_49,chunk_49; chunk_50; chunk_76; chunk_35; chunk_55; chunk_6; chunk_59; chunk_60; chunk_39; chunk_2,"The eligibility requirements for a separation allowance under the State Travel Expense Act (LRKG) § are as follows:

- Officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement shall receive a separation allowance for the necessary expenses incurred as a result, taking into account the savings at home.
- Temporary assignments for official reasons to another part of the employment authority or to temporary official duties at another institution than an office shall also receive a separation allowance.
- A secondment is deemed equivalent to an assignment under §  of the Civil Servants Act.
- The Ministry of Finance shall issue a regulation governing the separation allowance.

Additionally, the following applies:

- Officials on probation in the preparatory service receive a percentage of the compensation provided in paragraph  in the case of secondments within the framework of training.
- The official place of duty for training purposes shall be determined by the highest competent authority or its authorized subordinate authority.
- The sentence applies in the case of secondments within the framework of training or induction service, or a training or induction period necessary for obtaining the qualifications for a career.
- The highest competent authority may, for its area of responsibility, refrain from the reduction in sentence  if there are special official reasons.

The separation allowance is also applicable for longer official trips and secondments, with the reimbursement of actual necessary accommodation costs and a lump sum to compensate for additional meal expenses for the first three months.","Officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement shall receive a separation allowance for the necessary expenses incurred as a result, taking into account the savings at home. The same applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,107,To whom is a separation allowance provided?,Paraphrased,Paraphrased from Ques_51 in Manual QA doc,Chunk_49,chunk_49; chunk_50; chunk_76; chunk_35; chunk_6; chunk_55; chunk_60; chunk_65; chunk_39; chunk_75,A separation allowance is provided to officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement. It also applies to temporary assignments for official reasons and to temporary official duties at another institution than an office.,"Officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement shall receive a separation allowance for the necessary expenses incurred as a result, taking into account the savings at home. The same applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,108,Who qualifies for a separation allowance?,Paraphrased,Paraphrased from Ques_51 in Manual QA doc,Chunk_49,chunk_49; chunk_50; chunk_76; chunk_35; chunk_6; chunk_19; chunk_39; chunk_40; chunk_31; chunk_16,The separation allowance applies to officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement. It also applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office. A secondment is deemed equivalent to an assignment under §  of the Civil Servants Act. The Ministry of Finance shall issue a regulation governing the separation allowance.,"Officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement shall receive a separation allowance for the necessary expenses incurred as a result, taking into account the savings at home. The same applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,109,"As an official on probation in the preparatory service, do I receive separation allowance?",Original,,Chunk_50,chunk_50; chunk_49; chunk_35; chunk_6; chunk_76; chunk_31; chunk_16; chunk_39; chunk_26; chunk_36,"As an official on probation in the preparatory service, you **do receive a separation allowance** as per the provisions of the State Travel Expense Act (LRKG) §  Separation Allowance.",Officials on probation in the preparatory service shall receive 50 percent of the compensation in the case of secondments within the framework of training.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,110,Are individuals on probationary status within a preparatory service eligible for a separation allowance?,Paraphrased,Paraphrased from Ques_52 in Manual QA doc,Chunk_50,chunk_50; chunk_49; chunk_35; chunk_76; chunk_6; chunk_39; chunk_29; chunk_19; chunk_40; chunk_16,"Yes, individuals on probationary status within a preparatory service are eligible for a separation allowance.",Officials on probation in the preparatory service shall receive 50 percent of the compensation in the case of secondments within the framework of training.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,111,When will this new travel expense act be applied?,Original,,Chunk_53,chunk_3; chunk_4; chunk_2; chunk_5; chunk_55; chunk_14; chunk_53; chunk_51; chunk_38; chunk_83,"The new travel expense act will be applied on January 1, 2024, as stated in the context provided.","This Act shall enter into force on January 1, 2018.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,112,When does the new travel expense act go into effect?,Paraphrased,Paraphrased from Ques_53 in Manual QA doc,Chunk_53,chunk_3; chunk_2; chunk_4; chunk_5; chunk_55; chunk_53; chunk_54; chunk_83; chunk_51; chunk_14,"The new travel expense act goes into effect on January 1, 2024.","This Act shall enter into force on January 1, 2018.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,113,What is the effective date of this new travel expense act?,Paraphrased,Paraphrased from Ques_53 in Manual QA doc,Chunk_53,chunk_3; chunk_2; chunk_5; chunk_4; chunk_55; chunk_83; chunk_53; chunk_14; chunk_54; chunk_51,"The effective date of the new travel expense act is January 1, 2024.","This Act shall enter into force on January 1, 2018.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,114,When will the new travel expense act be implemented?,Paraphrased,Paraphrased from Ques_53 in Manual QA doc,Chunk_53,chunk_4; chunk_3; chunk_2; chunk_55; chunk_5; chunk_53; chunk_51; chunk_54; chunk_52; chunk_14,"The new travel expense act will be implemented on January 1, 2024.","This Act shall enter into force on January 1, 2018.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,115,Why are there additional costs in the new travel expense act?,Original,,Chunk_57,chunk_4; chunk_3; chunk_2; chunk_5; chunk_55; chunk_6; chunk_83; chunk_60; chunk_51; chunk_18,The additional costs in the new travel expense act are estimated due to the climate compensation payment for officially required flights.,"Additional costs estimated at 250,000 euros result from the climate compensation payment for officially required flights.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,116,Could you explain the reasons for the increased expenses outlined in the updated travel policy?,Paraphrased,Paraphrased from Ques_54 in Manual QA doc,Chunk_57,chunk_55; chunk_4; chunk_2; chunk_3; chunk_83; chunk_60; chunk_5; chunk_57; chunk_61; chunk_54,"The reasons for the increased expenses outlined in the updated travel policy include the introduction of new regulations for travel costs and mileage allowances, which may result in higher reimbursement amounts. Additionally, the provisions for foreign travel are integrated into the Act and administrative regulations, leading to potential changes in how expenses are calculated or reimbursed. The elimination of certain special regulations and the adjustment of tax-related provisions for meal allowances also contribute to increased costs.","Additional costs estimated at 250,000 euros result from the climate compensation payment for officially required flights.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,117,What is the reason for implementing savings measures like restricted first-class train travel and adjusted per diem reductions?,Original,,,chunk_2; chunk_65; chunk_57; chunk_55; chunk_61; chunk_3; chunk_54; chunk_81; chunk_69; chunk_64,"The reason for implementing savings measures such as restricted first-class train travel and adjusted per diem reductions is to simplify the regulatory framework, reduce administrative complexity, and align with tax law provisions. This adjustment eliminates the need to tax parts of the per diem allowance in cases of complimentary meals, reduces costs associated with foreign trips, and streamlines the handling of travel expenses."," The increases in certain compensations (for example, mileage allowance, travel cost reimbursement when the trip begins at the residence) are offset by savings in other provisions (restriction of eligibility for first-class travel on trains, adjustment of the",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,118,Could you explain the justification behind changes such as limiting first-class train use and modifying daily allowance amounts?,Paraphrased,Paraphrased from Ques_55 in Manual QA doc,,chunk_65; chunk_69; chunk_64; chunk_2; chunk_55; chunk_84; chunk_57; chunk_81; chunk_61; chunk_3,"The justification for limiting first-class train use is based on administrative simplification and cost considerations, aiming to streamline processes while ensuring cost-effectiveness. For air travel, the previous differentiation based on salary groups is abolished, reflecting a shift towards more flexible and need-based handling of travel expenses. The detailed explanations provided in the context support these changes, emphasizing economic efficiency and improved administrative procedures."," The increases in certain compensations (for example, mileage allowance, travel cost reimbursement when the trip begins at the residence) are offset by savings in other provisions (restriction of eligibility for first-class travel on trains, adjustment of the",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,119,reduction of the per diem in the case of complimentary meals in accordance with tax,Original,,Chunk_57,chunk_27; chunk_48; chunk_24; chunk_26; chunk_75; chunk_2; chunk_35; chunk_55; chunk_31; chunk_70,"The reduction of the per diem in the case of complimentary meals in accordance with tax law is as follows:

- If meals are provided by a third party and the charge is included in the reimbursable expenses, the percentages apply.
- The percentages shall also apply if the official traveler does not avail of the complimentary meals without a compelling reason.

The reduction is based on the duration of the stay and is intended to eliminate the need to tax parts of the per diem.",regulations).,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,120,Could you tell me about the previous number of different standard mileage rates?,Paraphrased,Paraphrased from Ques_56 in Manual QA doc,Chunk_57,chunk_69; chunk_23; chunk_22; chunk_64; chunk_2; chunk_67; chunk_12; chunk_25; chunk_65; chunk_83,The previous number of different standard mileage rates was three.,regulations).,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,121,How many mileage allowance rates were there in the past?,Original,,Chunk_69,chunk_23; chunk_22; chunk_69; chunk_2; chunk_12; chunk_64; chunk_25; chunk_35; chunk_20; chunk_27,"In the past, there were three mileage allowance rates.","With the use of one’s own motor vehicle, there were previously three different rates (1G, 25, and 35 cents/km), depending on whether the vehicle’s engine capacity was above or below G00 ccm, whether compelling reasons existed for its use, and whether the vehicle was approved for official travel. In addition, the vehicle had to belong to the traveler or to a person living in a common household (which repeatedly led to problems, especially in non-marital partnerships).",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,122,What will the number of future mileage rates be?,Paraphrased,Paraphrased from Ques_57 in Manual QA doc,Chunk_69,chunk_23; chunk_69; chunk_22; chunk_64; chunk_2; chunk_20; chunk_12; chunk_4; chunk_51; chunk_25,"The number of future mileage rates will be **two**: 1) cents/km for a significant official interest in the use of the vehicle, and 2) cents/km for other cases of motor vehicle use and for other vehicles (e.g., bicycles, e-bikes).","With the use of one’s own motor vehicle, there were previously three different rates (1G, 25, and 35 cents/km), depending on whether the vehicle’s engine capacity was above or below G00 ccm, whether compelling reasons existed for its use, and whether the vehicle was approved for official travel. In addition, the vehicle had to belong to the traveler or to a person living in a common household (which repeatedly led to problems, especially in non-marital partnerships).",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,123,How many mileage allowance rates will there be in the future?,Original,,Chunk_69,chunk_23; chunk_22; chunk_69; chunk_2; chunk_64; chunk_12; chunk_20; chunk_51; chunk_25; chunk_55,"In the future, there will be two mileage allowance rates: **cents/km** for employees who have significant official interest in using the vehicle and **cents/km** for other cases of motor vehicle use.","In the future, only two rates shall apply: – 35 cents if there is a significant official interest in the use of the vehicle. This includes employees who, under the law in force until December 31, 2017, fulfilled the requirements for the approval of their private vehicle for official travel (in particular, field employees), as well as other employees when carpooling is arranged or in the case of severely disabled employees. The previous additional allowance of 2 cents/km for accompanying persons is eliminated. – 25 cents/km in all other cases of motor vehicle use and for the use of another vehicle (for example, bicycle, e-bike). This rate is intended to cover the ongoing operating costs. With this new regulation, the formal procedure for “approval of one’s own vehicle for official travel” is eliminated, as is the previously often cumbersome examination of whether compelling reasons exist. Furthermore, an incentive is created to use a bicycle or e-bike for shorter official trips. For the entitlement to mileage allowance, it is no longer required that the traveler uses a vehicle they own.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,124,"Could you clarify what mileage rate was authorized for official use of a personally owned vehicle that received approval prior to January 1, 2018?",Paraphrased,Paraphrased from Ques_58 in Manual QA doc,Chunk_69,chunk_69; chunk_23; chunk_22; chunk_12; chunk_2; chunk_20; chunk_5; chunk_25; chunk_3; chunk_64,"The mileage rate authorized for official use of a personally owned vehicle that received approval prior to January 1, 2018, was **cents/km**.","In the future, only two rates shall apply: – 35 cents if there is a significant official interest in the use of the vehicle. This includes employees who, under the law in force until December 31, 2017, fulfilled the requirements for the approval of their private vehicle for official travel (in particular, field employees), as well as other employees when carpooling is arranged or in the case of severely disabled employees. The previous additional allowance of 2 cents/km for accompanying persons is eliminated. – 25 cents/km in all other cases of motor vehicle use and for the use of another vehicle (for example, bicycle, e-bike). This rate is intended to cover the ongoing operating costs. With this new regulation, the formal procedure for “approval of one’s own vehicle for official travel” is eliminated, as is the previously often cumbersome examination of whether compelling reasons exist. Furthermore, an incentive is created to use a bicycle or e-bike for shorter official trips. For the entitlement to mileage allowance, it is no longer required that the traveler uses a vehicle they own.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,125,"My private vehicle has been approved for official travel before the end of 2017, what mileage allowance rate applies to me?",Original,,Chunk_69,chunk_22; chunk_23; chunk_69; chunk_2; chunk_25; chunk_35; chunk_12; chunk_7; chunk_55; chunk_4,"The mileage allowance rate applies based on whether the vehicle has been approved for official travel. If the vehicle was approved before the end of 2017, the rate is **cents per kilometer traveled**.","35 cents if there is a significant official interest in the use of the vehicle. This includes employees who, under the law in force until December 31, 2017, fulfilled the requirements for the approval of their private vehicle for official travel (in particular, field employees), as well as other employees when carpooling is arranged or in the case of severely disabled employees. The previous additional allowance of 2 cents/km for accompanying persons is eliminated.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,126,What is the mileage reimbursement rate for someone unable to walk due to a leg disability?,Paraphrased,Paraphrased from Ques_59 in Manual QA doc,Chunk_69,chunk_19; chunk_23; chunk_22; chunk_69; chunk_12; chunk_13; chunk_41; chunk_20; chunk_17; chunk_7,The mileage reimbursement rate for someone unable to walk due to a leg disability is **cents per kilometer traveled**.,"35 cents if there is a significant official interest in the use of the vehicle. This includes employees who, under the law in force until December 31, 2017, fulfilled the requirements for the approval of their private vehicle for official travel (in particular, field employees), as well as other employees when carpooling is arranged or in the case of severely disabled employees. The previous additional allowance of 2 cents/km for accompanying persons is eliminated.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,127,I have a severe disability affecting my right leg that prevents me from walking. What mileage allowance applies to me?,Original,,Chunk_69,chunk_22; chunk_23; chunk_19; chunk_69; chunk_12; chunk_13; chunk_35; chunk_49; chunk_25; chunk_50,"The mileage allowance applies to you under §  Mileage Allowance, which is  cents per kilometer traveled. Since you have a severe disability affecting your right leg, and this is a significant official interest, the mileage allowance is  cents/km.","35 cents if there is a significant official interest in the use of the vehicle. This includes employees who, under the law in force until December 31, 2017, fulfilled the requirements for the approval of their private vehicle for official travel (in particular, field employees), as well as other employees when carpooling is arranged or in the case of severely disabled employees.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,128,Are travelers sharing a ride still subject to a charge of 2 cents per kilometer under this updated rule?,Paraphrased,Paraphrased from Ques_60 in Manual QA doc,Chunk_69,chunk_23; chunk_69; chunk_22; chunk_20; chunk_2; chunk_5; chunk_64; chunk_12; chunk_13; chunk_4,"Under the updated rule, travelers sharing a ride are still subject to a charge of 2 cents per kilometer.","35 cents if there is a significant official interest in the use of the vehicle. This includes employees who, under the law in force until December 31, 2017, fulfilled the requirements for the approval of their private vehicle for official travel (in particular, field employees), as well as other employees when carpooling is arranged or in the case of severely disabled employees.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,129,Does this new regulation still require accompanying persons in the same vehicle to pay 2 cents per kilometer?,Original,,Chunk_69,chunk_23; chunk_69; chunk_22; chunk_20; chunk_64; chunk_2; chunk_51; chunk_12; chunk_18; chunk_65,"No, the new regulation does not require accompanying persons in the same vehicle to pay 2 cents per kilometer. The explanation states that the previous allowance of 2 cents/km for accompanying persons is eliminated, and only 1 cent/km is applied in other cases.",The previous additional allowance of 2 cents/km for accompanying persons is eliminated.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,130,Are bicycle trips eligible for the same mileage reimbursement rate as other work travel?,Paraphrased,Paraphrased from Ques_61 in Manual QA doc,Chunk_69,chunk_22; chunk_69; chunk_13; chunk_23; chunk_20; chunk_7; chunk_37; chunk_12; chunk_19; chunk_26,"Yes, bicycle trips are eligible for the same mileage reimbursement rate as other work travel. The context states that the mileage allowance applies to journeys undertaken by official travelers using a private motor vehicle or any other vehicle not mentioned in §, and that the rate is  cents per kilometer traveled. Additionally, the allowance is eliminated for accompanying persons and is replaced with  cents/km for other uses, including bicycles or e-bikes. Thus, bicycle trips are included in the same reimbursement category as other work travel.",The previous additional allowance of 2 cents/km for accompanying persons is eliminated.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,131,Will I get the 25 cents/km rate if I use my bicycle for a short work trip?,Original,,Chunk_69,chunk_23; chunk_69; chunk_22; chunk_20; chunk_13; chunk_18; chunk_12; chunk_65; chunk_24; chunk_64,"Yes, you will get the 25 cents/km rate if you use your bicycle for a short work trip.","25 cents/km in all other cases of motor vehicle use and for the use of another vehicle (for example, bicycle, e-bike).",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,132,Are there established procedures for authorizing the use of personally owned vehicles for work-related trips?,Paraphrased,Paraphrased from Ques_62 in Manual QA doc,Chunk_69,chunk_69; chunk_20; chunk_8; chunk_9; chunk_23; chunk_13; chunk_22; chunk_10; chunk_12; chunk_15,"Yes, there are established procedures for authorizing the use of personally owned vehicles for work-related trips.","25 cents/km in all other cases of motor vehicle use and for the use of another vehicle (for example, bicycle, e-bike).",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,133,Is there still a formal process to get my personal car approved for official travel?,Original,,Chunk_69,chunk_69; chunk_20; chunk_9; chunk_8; chunk_52; chunk_43; chunk_10; chunk_11; chunk_13; chunk_42,"Yes, there is still a formal process to get your personal car approved for official travel.","With this new regulation, the formal procedure for “approval of one’s own vehicle for official travel” is eliminated, as is the previously often cumbersome examination of whether compelling reasons exist.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,134,Are there changes to the requirements for vehicle ownership and mileage reimbursement for work-related travel?,Paraphrased,Paraphrased from Ques_63 in Manual QA doc,Chunk_69,chunk_69; chunk_20; chunk_23; chunk_22; chunk_7; chunk_2; chunk_13; chunk_5; chunk_35; chunk_3,"Yes, there are changes to the requirements for vehicle ownership and mileage reimbursement for work-related travel. Specifically, the following changes are introduced:

1. **Vehicle Ownership**: Only two rates apply:  
   - **Cents/km** for cases where there is a significant official interest in the use of the vehicle. This includes employees who used their private vehicles for official travel (e.g., field employees) and other employees during carpooling or for severely disabled individuals.  
   - **Cents/km** for other cases of vehicle use (e.g., bicycles, e-bikes).

2. **Mileage Allowance**: The requirement to use a vehicle the traveler owns is no longer required. The mileage allowance is based on the vehicle's engine capacity and other factors, as previously stated.

These changes aim to simplify the process of approving vehicle use for official travel and encourage the use of public transport or bicycles/e-bikes for shorter trips.","With this new regulation, the formal procedure for “approval of one’s own vehicle for official travel” is eliminated, as is the previously often cumbersome examination of whether compelling reasons exist.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,135,Do I now have to own the vehicle I use for official travel to get mileage reimbursement?,Original,,Chunk_69,chunk_20; chunk_22; chunk_23; chunk_69; chunk_13; chunk_12; chunk_7; chunk_15; chunk_11; chunk_37,"No, you do not now have to own the vehicle you use for official travel to get mileage reimbursement. The context states that if you use a vehicle within a car-sharing model, no reduction of the membership fee occurs due to possible private usage.","For the entitlement to mileage allowance, it is no longer required that the traveler uses a vehicle they own.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,136,What's the shortest an official work trip can be to qualify for daily expense reimbursement?,Paraphrased,Paraphrased from Ques_64 in Manual QA doc,Chunk_69,chunk_30; chunk_8; chunk_12; chunk_14; chunk_41; chunk_7; chunk_25; chunk_9; chunk_26; chunk_37,"The shortest an official work trip can be to qualify for daily expense reimbursement is 7 days, as stated in the context.","For the entitlement to mileage allowance, it is no longer required that the traveler uses a vehicle they own.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,137,How long does a trip need to be now to get per diem?,Paraphrased,Paraphrased from Ques_64 in Manual QA doc,Chunk_69,chunk_25; chunk_46; chunk_48; chunk_26; chunk_24; chunk_35; chunk_70; chunk_45; chunk_27; chunk_30,"The duration of an official trip needs to be determined from the time of departure and arrival at the residence, unless the trip begins or ends at the official premises or the start and/or end have been ordered at the official premises. If there are several residences or accommodations, the one nearest to the official premises is decisive.","For the entitlement to mileage allowance, it is no longer required that the traveler uses a vehicle they own.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,138,What is the updated trip duration requirement for per diem eligibility?,Paraphrased,Paraphrased from Ques_64 in Manual QA doc,Chunk_69,chunk_70; chunk_25; chunk_48; chunk_24; chunk_46; chunk_35; chunk_45; chunk_83; chunk_2; chunk_26,The updated trip duration requirement for per diem eligibility is more than eight hours.,"For the entitlement to mileage allowance, it is no longer required that the traveler uses a vehicle they own.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,139,What is the new minimum length of an official trip required for me to be eligible for the per diem?,Original,,Chunk_70,chunk_70; chunk_25; chunk_48; chunk_46; chunk_24; chunk_35; chunk_45; chunk_26; chunk_2; chunk_83,The new minimum length of an official trip required for eligibility for the per diem is more than eight hours.,This corresponds to the previous § U LRKG. Only the minimum duration justifying a claim to per diem is increased from exactly eight hours to more than eight hours.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,140,Could you explain the justification behind lengthening the required time for official travel before per diem can be claimed?,Paraphrased,Paraphrased from Ques_65 in Manual QA doc,Chunk_70,chunk_70; chunk_25; chunk_48; chunk_46; chunk_83; chunk_2; chunk_24; chunk_35; chunk_45; chunk_26,"The justification for lengthening the required time for official travel before per diem can be claimed is to avoid the administratively burdensome taxation of the per diem when the trip lasts exactly eight hours. This change is intended to ensure that the duration of the official trip is more than eight hours, thereby reducing the administrative burden of taxing the per diem allowance.",This corresponds to the previous § U LRKG. Only the minimum duration justifying a claim to per diem is increased from exactly eight hours to more than eight hours.,Basic_RAG_Prompt,mpnet
