Generation Model,Question Index,Question,Original Chunk,Chunks Retrieved,Generated Answer,Reference Answer,Generation Prompt Used,Encoding Used
Qwen/Qwen3-4B,82,Would travel expenses for the return trip be reimbursed if a trip is cut short due to work-related issues?,Chunk_39,chunk_40; chunk_34; chunk_39; chunk_14; chunk_41; chunk_38; chunk_30; chunk_16; chunk_18; chunk_33,"Yes, travel expenses for the return trip would be reimbursed if a trip is cut short due to work-related issues. According to the State Travel Expense Act (LRKG) § Determination of the Travel Expense Reimbursement in Special Cases, if the early termination of a vacation or another private trip is ordered for official reasons, the return journey from the vacation or stay location to the official premises shall be treated as an official trip for which travel expense reimbursement is granted.","If, for official reasons, the early termination of a vacation or another private trip is ordered, the return journey from the vacation or stay location to the official premises shall be treated as an official trip for which travel expense reimbursement is granted.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,83,"If a trip is interrupted, are the expenses of persons accompanying me also reimbursed, or only my expenses?",Chunk_40,chunk_40; chunk_34; chunk_39; chunk_16; chunk_37; chunk_41; chunk_31; chunk_38; chunk_11; chunk_33,"According to the context provided, expenses of the official traveler and any accompanying persons that arise due to the interruption or early termination of a vacation or another private trip shall be reimbursed to an appropriate extent. Therefore, both the expenses of the official traveler and the expenses of any accompanying persons are reimbursed.",Expenses of the official traveler and any accompanying persons that arise due to the 7 interruption or early termination of a vacation or another private trip shall be reimbursed to an appropriate extent.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,84,"When a trip is cut short, does coverage extend to the costs of those traveling with me, or just my own?",Chunk_40,chunk_40; chunk_41; chunk_34; chunk_19; chunk_39; chunk_18; chunk_37; chunk_16; chunk_30; chunk_4,"According to the context provided, when an official trip is cut short for official reasons, the return journey from the vacation or stay location to the official premises is treated as an official trip for which travel expense reimbursement is granted. This implies that the costs of those traveling with you may be covered, as they are considered part of the official trip. However, the specific coverage for accompanying persons is not explicitly stated in the given context. The context primarily focuses on the reimbursement of the official traveler's expenses. Therefore, based on the information provided, it is implied that the costs of those traveling with you may be covered, but the exact extent of this coverage is not clearly defined in the given text.",Expenses of the official traveler and any accompanying persons that arise due to the 7 interruption or early termination of a vacation or another private trip shall be reimbursed to an appropriate extent.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,85,"If I get hospitalized during my official trip, will I have to cover the necessary expenses?",Chunk_41,chunk_41; chunk_19; chunk_40; chunk_34; chunk_28; chunk_31; chunk_16; chunk_11; chunk_8; chunk_33,"No, if you get hospitalized during your official trip, you will not have to cover the necessary expenses. According to the State Travel Expense Act (LRKG) § Determination of the Travel Expense Reimbursement in Special Cases, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.","If official travelers fall ill and are admitted to a hospital, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,86,Who is financially responsible for hospital bills incurred while traveling for work?,Chunk_41,chunk_41; chunk_19; chunk_40; chunk_6; chunk_18; chunk_34; chunk_7; chunk_21; chunk_8; chunk_11,"According to the State Travel Expense Act (LRKG), if official travelers fall ill and are admitted to a hospital, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay. This indicates that the financial responsibility for hospital bills incurred while traveling for work is covered by the reimbursement provisions of the Act. Therefore, the state is financially responsible for these hospital bills as they are considered necessary expenses under the Travel Expense Act.","If official travelers fall ill and are admitted to a hospital, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,87,What happens with medical costs if I require hospitalization on a business trip?,Chunk_41,chunk_41; chunk_34; chunk_19; chunk_40; chunk_8; chunk_7; chunk_6; chunk_5; chunk_39; chunk_18,"If you require hospitalization on a business trip, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.","If official travelers fall ill and are admitted to a hospital, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,88,Will my company/travel insurance cover hospitalization expenses during work travel?,Chunk_41,chunk_41; chunk_19; chunk_7; chunk_40; chunk_34; chunk_33; chunk_8; chunk_11; chunk_31; chunk_6,"The provided context does not mention anything about company or travel insurance covering hospitalization expenses during work travel. It focuses on the State Travel Expense Act (LRKG) and outlines specific provisions regarding the reimbursement of travel expenses under certain conditions, such as hospitalization, disability, or cancellation of official trips. However, it does not address whether travel insurance would cover such expenses. Therefore, based on the given context, we cannot determine if your company or travel insurance would cover hospitalization expenses during work travel.","If official travelers fall ill and are admitted to a hospital, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,89,Will journeys between the residence and the regular official premises be reimbursed?,Chunk_42,chunk_12; chunk_42; chunk_8; chunk_29; chunk_9; chunk_20; chunk_18; chunk_36; chunk_16; chunk_11,"Yes, journeys between the residence and the regular official premises may be reimbursed if they are undertaken for a special official reason. According to the State Travel Expense Act (LRKG) § Determination of the Travel Expense Reimbursement in Special Cases, the necessary travel costs incurred for such journeys may be reimbursed.","For journeys between the residence and the regular official premises undertaken for a special official reason, the necessary travel costs incurred may be reimbursed.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,90,Is travel between an employee's home and their usual work location eligible for expense coverage?,Chunk_42,chunk_8; chunk_12; chunk_7; chunk_41; chunk_13; chunk_6; chunk_9; chunk_40; chunk_20; chunk_42,"Yes, travel between an employee's home and their usual work location is eligible for expense coverage under the State Travel Expense Act (LRKG). According to the Act, official trips include journeys from a location serving as a temporary residence to the place of work, provided that the conditions of the relevant sentences are otherwise met. Additionally, if an official trip is commenced and/or concluded at the traveler's residence, the reimbursement of travel costs or the mileage allowance is based on the distance from or to the residence, unless the official premises have been designated as the starting and/or ending point. Therefore, travel between an employee's home and their usual work location is eligible for expense coverage.","For journeys between the residence and the regular official premises undertaken for a special official reason, the necessary travel costs incurred may be reimbursed.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,91,What is considered an official trip abroad?,Chunk_43,chunk_43; chunk_8; chunk_9; chunk_47; chunk_44; chunk_10; chunk_46; chunk_61; chunk_12; chunk_39,"An official trip abroad is a trip between the domestic territory and foreign countries as well as within foreign countries, provided that at least one business location is located abroad. Official trips are journeys undertaken to conduct official business outside the usual place of work, which have been ordered or approved by the responsible superior, unless an order or approval is not applicable due to the nature of the official’s office or the nature of the official business. The order or approval must be given in writing or electronically. Additionally, journeys from a location serving as a temporary residence to the place of work are considered official trips if the conditions of the relevant sentences are otherwise met. For air travel, a country is deemed reached at the time the airplane lands there, and stopovers are disregarded unless they necessitate an overnight stay. The provisions of §§  to  apply mutatis mutandis to official trips abroad.","Official trips abroad are trips between the domestic territory and foreign countries as well as within foreign countries. In doing so, at least one business location must be located abroad.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,92,Could you please define what qualifies as official international travel?,Chunk_43,chunk_43; chunk_47; chunk_8; chunk_9; chunk_44; chunk_55; chunk_2; chunk_54; chunk_71; chunk_10,"Official international travel, as defined in the State Travel Expense Act (LRKG), refers to trips between the domestic territory and foreign countries as well as within foreign countries, provided that at least one business location is located abroad. This includes air travel where a country is considered reached at the time the airplane lands there, with stopovers disregarded unless they necessitate an overnight stay. For sea travel, the same principles apply. Official trips abroad are journeys undertaken to conduct official business outside the usual place of work, which have been ordered or approved by the responsible superior, unless an order or approval is not applicable due to the nature of the official’s office or the nature of the official business. The order or approval must be given in writing or electronically. Additionally, official trips abroad are subject to the provisions of §§  to  mutatis mutandis.","Official trips abroad are trips between the domestic territory and foreign countries as well as within foreign countries. In doing so, at least one business location must be located abroad.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,93,"For official trips abroad, which country will the per diem and accommodation allowance be granted for?",Chunk_46,chunk_46; chunk_45; chunk_48; chunk_24; chunk_28; chunk_25; chunk_35; chunk_43; chunk_55; chunk_27,"For official trips abroad, the per diem and accommodation allowance will be granted for the country that the official traveler last reaches before midnight local time. If, during an official trip abroad, the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.",The per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,94,Could you clarify which nation will have per diem and lodging expenses covered for official international travel?,Chunk_46,chunk_46; chunk_48; chunk_45; chunk_55; chunk_24; chunk_35; chunk_2; chunk_25; chunk_43; chunk_7,"According to the context provided, per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time. If, during an official trip abroad, the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad. Therefore, the nation that will have per diem and lodging expenses covered for official international travel is the country that the official traveler last reaches before midnight local time, or, if the domestic territory is reached last, the country of the last business location abroad.",The per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,95,"If I finish my work abroad and then fly home, arriving just before midnight, do I get the per diem rate for the visited country for that last day?",Chunk_46,chunk_46; chunk_24; chunk_48; chunk_25; chunk_26; chunk_27; chunk_35; chunk_45; chunk_38; chunk_30,"Yes, if you finish your work abroad and fly home, arriving just before midnight, you will get the per diem rate for the visited country for that last day. According to the State Travel Expense Act (LRKG) § Official Trips Abroad, the per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time. Therefore, if you arrive home just before midnight, the per diem rate for the country you were in last will apply for that day.","If, during an official trip abroad, the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,96,"Do I still receive the daily allowance for the country I was working in, even if my return flight lands very late on your last day there?",Chunk_46,chunk_46; chunk_48; chunk_24; chunk_47; chunk_35; chunk_25; chunk_30; chunk_12; chunk_49; chunk_38,"Yes, you still receive the daily allowance for the country you were working in, even if your return flight lands very late on your last day there. According to the State Travel Expense Act (LRKG) § Official Trips Abroad, the per diem and accommodation allowance are granted for the country that the official traveler last reaches before midnight local time. If the return flight lands very late on the last day, the traveler is still considered to have last reached the country before midnight local time, thus the daily allowance for that country is granted.","If, during an official trip abroad, the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,97,"In case of air travel, when is the country considered to have been reached?",Chunk_47,chunk_47; chunk_38; chunk_12; chunk_25; chunk_46; chunk_14; chunk_43; chunk_39; chunk_30; chunk_8,"In the case of air travel, a country is considered to have been reached at the time the airplane lands there. Stopovers are disregarded unless they necessitate an overnight stay.","In the case of air travel, a country is deemed reached at the time the airplane lands there.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,98,When does arrival in a country officially occur for those traveling by plane?,Chunk_47,chunk_47; chunk_25; chunk_46; chunk_12; chunk_38; chunk_43; chunk_9; chunk_8; chunk_39; chunk_14,"According to the context provided, arrival in a country is officially deemed to occur at the time the airplane lands there. Stopovers are disregarded unless they necessitate an overnight stay.","In the case of air travel, a country is deemed reached at the time the airplane lands there.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,99,Under what condition is an airplane stopover covered by the travel reimbursement act?,Chunk_47,chunk_40; chunk_41; chunk_39; chunk_34; chunk_47; chunk_38; chunk_17; chunk_30; chunk_12; chunk_19,"An airplane stopover is covered by the travel reimbursement act if it necessitates an overnight stay. According to the State Travel Expense Act (LRKG) § Determination of the Travel Expense Reimbursement in Special Cases, in the case of air travel, a country is deemed reached at the time the airplane lands there. Stopovers are disregarded unless they necessitate an overnight stay.",Stopovers are disregarded unless they necessitate an overnight stay.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,100,Could you clarify the circumstances that would qualify an airplane layover for expense coverage under the travel reimbursement act?,Chunk_47,chunk_41; chunk_40; chunk_7; chunk_38; chunk_60; chunk_11; chunk_16; chunk_15; chunk_33; chunk_39,"The context provided does not specifically mention airplane layovers or their qualification for expense coverage under the travel reimbursement act. However, it does mention reimbursement of travel and flight costs (§ ), mileage allowance (§ ), and per diem allowance for official trips (§ G). It also states that expenses of official travelers and any accompanying persons that arise due to the interruption or early termination of a vacation or another private trip shall be reimbursed to an appropriate extent. Therefore, if an airplane layover is considered part of an official trip or is related to an interruption or early termination of a vacation or private trip, it may qualify for expense coverage under the travel reimbursement act. However, without specific mention of layovers in the context, this conclusion is based on the general provisions of the travel expense reimbursement.",Stopovers are disregarded unless they necessitate an overnight stay.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,101,Does the foreign per diem change after 14 days of staying at the same business location?,Chunk_48,chunk_48; chunk_46; chunk_25; chunk_24; chunk_35; chunk_30; chunk_26; chunk_45; chunk_7; chunk_27,"Based on the context provided, the foreign per diem is reduced by 10% from the 14th day onward if the stay at the same foreign business location (excluding departure and return days) lasts longer than 14 days. Therefore, yes, the foreign per diem does change after 14 days of staying at the same business location.","If the stay at the same foreign business location (excluding departure and return days) lasts longer than 14 days, the foreign per diem according to paragraph 3 shall be reduced by 25 percent from the 15th day onward.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,102,"If someone remains at the same business location overseas for an extended period, is the daily allowance adjusted?",Chunk_48,chunk_48; chunk_30; chunk_46; chunk_24; chunk_25; chunk_35; chunk_7; chunk_38; chunk_28; chunk_29,"Yes, if someone remains at the same business location overseas for an extended period, the daily allowance is adjusted. According to the State Travel Expense Act (LRKG) § Official Trips Abroad, if the stay at the same foreign business location (excluding departure and return days) lasts longer than 7 days, the foreign per diem according to paragraph § G shall be reduced by 50% from the 8th day onward. Additionally, from the 8th day onward, the necessary documented accommodation costs shall be reimbursed instead of the lump sum accommodation allowance.","If the stay at the same foreign business location (excluding departure and return days) lasts longer than 14 days, the foreign per diem according to paragraph 3 shall be reduced by 25 percent from the 15th day onward.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,103,From which day of a long stay abroad does the per diem reduction take effect?,Chunk_48,chunk_48; chunk_46; chunk_24; chunk_25; chunk_35; chunk_70; chunk_27; chunk_45; chunk_30; chunk_26,"The per diem reduction takes effect from the ninth day of a long stay abroad. If the stay at the same foreign business location (excluding departure and return days) lasts longer than seven days, the foreign per diem according to paragraph shall be reduced by  percent from the eighth day onward.","Instead of the lump sum accommodation allowance, from the 15th day onward, the necessary documented accommodation costs shall be reimbursed.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,104,"When traveling for an extended period, on what date does the daily allowance decrease?",Chunk_48,chunk_24; chunk_48; chunk_25; chunk_46; chunk_70; chunk_30; chunk_2; chunk_14; chunk_35; chunk_27,"According to the context provided, when traveling for an extended period, the daily allowance (foreign per diem) decreases from the 8th day onward. This is stated in the State Travel Expense Act (LRKG) § Official Trips Abroad, which mentions that if the stay at the same foreign business location (excluding departure and return days) lasts longer than 7 days, from the 8th day onward the same reimbursement is granted as would be provided in the case of a secondment. Therefore, the daily allowance decreases starting from the 8th day of the trip.","Instead of the lump sum accommodation allowance, from the 15th day onward, the necessary documented accommodation costs shall be reimbursed.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,105,Who can receive a separation allowance?,Chunk_49,chunk_49; chunk_50; chunk_76; chunk_35; chunk_6; chunk_39; chunk_40; chunk_31; chunk_19; chunk_32,"According to the context provided, officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement can receive a separation allowance. This includes officials on probation in the preparatory service who receive a percentage of the compensation provided in paragraph 1 for secondments within the framework of training. Additionally, the separation allowance applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office. A secondment is deemed equivalent to an assignment under § 1 of the Civil Servants Act.","Officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement shall receive a separation allowance for the necessary expenses incurred as a result, taking into account the savings at home. The same applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,106,What are the eligibility requirements for a separation allowance?,Chunk_49,chunk_49; chunk_50; chunk_76; chunk_35; chunk_55; chunk_6; chunk_59; chunk_60; chunk_39; chunk_2,"The eligibility requirements for a separation allowance are as follows:

1. Officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement are eligible for a separation allowance. This allowance covers the necessary expenses incurred as a result of the secondment, taking into account the savings at home.

2. The same applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office.

3. Officials on probation in the preparatory service are eligible for 50% of the compensation provided in paragraph 1 in the case of secondments within the framework of training.

4. The official place of duty for training purposes is determined by the highest competent authority or its authorized subordinate authority.

5. The same provisions apply in the case of secondments within the framework of training or induction service, or a training or induction period necessary for obtaining the qualifications for a career.

6. The highest competent authority may, for its area of responsibility, refrain from the reduction in sentence 1 if there are special official reasons.","Officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement shall receive a separation allowance for the necessary expenses incurred as a result, taking into account the savings at home. The same applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,107,To whom is a separation allowance provided?,Chunk_49,chunk_49; chunk_50; chunk_76; chunk_35; chunk_6; chunk_55; chunk_60; chunk_65; chunk_39; chunk_75,"A separation allowance is provided to officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement. It is also provided to those on probation in the preparatory service for secondments within the framework of training. Additionally, it applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office. The allowance is given for the necessary expenses incurred as a result of these secondments or assignments, taking into account the savings at home.","Officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement shall receive a separation allowance for the necessary expenses incurred as a result, taking into account the savings at home. The same applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,108,Who qualifies for a separation allowance?,Chunk_49,chunk_49; chunk_50; chunk_76; chunk_35; chunk_6; chunk_19; chunk_39; chunk_40; chunk_31; chunk_16,"Officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement qualify for a separation allowance. This includes officials and judges who are seconded for temporary assignments for official reasons to another part of the employment authority or for temporary official duties at another institution than an office. Additionally, officials on probation in the preparatory service qualify for a separation allowance for the necessary expenses incurred as a result of secondments within the framework of training. A secondment is deemed equivalent to an assignment under § of the Civil Servants Act.","Officials and judges who are seconded to a location outside their official or residential area without a promise of moving expense reimbursement shall receive a separation allowance for the necessary expenses incurred as a result, taking into account the savings at home. The same applies to temporary assignments for official reasons to another part of the employment authority and to temporary official duties at another institution than an office.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,109,"As an official on probation in the preparatory service, do I receive separation allowance?",Chunk_50,chunk_50; chunk_49; chunk_35; chunk_6; chunk_76; chunk_31; chunk_16; chunk_39; chunk_26; chunk_36,"Yes, as an official on probation in the preparatory service, you may receive a separation allowance. According to the State Travel Expense Act (LRKG) § , officials on probation in the preparatory service shall receive percent of the compensation provided in paragraph in the case of secondments within the framework of training. This applies to secondments within the framework of training or induction service, or a training or induction period necessary for obtaining the qualifications for a career.",Officials on probation in the preparatory service shall receive 50 percent of the compensation in the case of secondments within the framework of training.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,110,Are individuals on probationary status within a preparatory service eligible for a separation allowance?,Chunk_50,chunk_50; chunk_49; chunk_35; chunk_76; chunk_6; chunk_39; chunk_29; chunk_19; chunk_40; chunk_16,"Yes, individuals on probationary status within a preparatory service are eligible for a separation allowance. According to the State Travel Expense Act (LRKG) § , officials on probation in the preparatory service shall receive a separation allowance of percent of the compensation provided in paragraph in the case of secondments within the framework of training.",Officials on probation in the preparatory service shall receive 50 percent of the compensation in the case of secondments within the framework of training.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,111,When will this new travel expense act be applied?,Chunk_53,chunk_3; chunk_4; chunk_2; chunk_5; chunk_55; chunk_14; chunk_53; chunk_51; chunk_38; chunk_83,"The new Travel Expense Act will be applied on January , .","This Act shall enter into force on January 1, 2018.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,112,When does the new travel expense act go into effect?,Chunk_53,chunk_3; chunk_2; chunk_4; chunk_5; chunk_55; chunk_53; chunk_54; chunk_83; chunk_51; chunk_14,"The new Travel Expense Act (LRKG) goes into effect on January , .","This Act shall enter into force on January 1, 2018.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,113,What is the effective date of this new travel expense act?,Chunk_53,chunk_3; chunk_2; chunk_5; chunk_4; chunk_55; chunk_83; chunk_53; chunk_14; chunk_54; chunk_51,"The effective date of this new travel expense act is January , .","This Act shall enter into force on January 1, 2018.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,114,When will the new travel expense act be implemented?,Chunk_53,chunk_4; chunk_3; chunk_2; chunk_55; chunk_5; chunk_53; chunk_51; chunk_54; chunk_52; chunk_14,"The new Travel Expense Act (LRKG) shall enter into force on January , .","This Act shall enter into force on January 1, 2018.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,115,Why are there additional costs in the new travel expense act?,Chunk_57,chunk_4; chunk_3; chunk_2; chunk_5; chunk_55; chunk_6; chunk_83; chunk_60; chunk_51; chunk_18,"The additional costs in the new travel expense act are due to the climate compensation payment for officially required flights. This payment is statistically anchored in the act, resulting in extra expenses as mentioned on the preliminary page D.","Additional costs estimated at 250,000 euros result from the climate compensation payment for officially required flights.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,116,Could you explain the reasons for the increased expenses outlined in the updated travel policy?,Chunk_57,chunk_55; chunk_4; chunk_2; chunk_3; chunk_83; chunk_60; chunk_5; chunk_57; chunk_61; chunk_54,"The increased expenses outlined in the updated travel policy are primarily due to the introduction of a climate compensation payment for official flights. According to the context, additional costs estimated at , euros result from this climate compensation payment for officially required flights. However, it is also mentioned that increases in certain compensations, such as mileage allowance and travel cost reimbursement when the trip begins at the residence, are offset by savings in other provisions, including restrictions on first-class travel eligibility and adjustments to per diem allowances in line with tax regulations. The context does not provide specific details on the exact reasons for the increased expenses beyond the climate compensation payment.","Additional costs estimated at 250,000 euros result from the climate compensation payment for officially required flights.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,117,What is the reason for implementing savings measures like restricted first-class train travel and adjusted per diem reductions?,,chunk_2; chunk_65; chunk_57; chunk_55; chunk_61; chunk_3; chunk_54; chunk_81; chunk_69; chunk_64,"The reason for implementing savings measures like restricted first-class train travel and adjusted per diem reductions is to offset the increases in certain compensations, such as mileage allowance and travel cost reimbursement when the trip begins at the residence. These savings arise from the reduction in administrative effort for the preparation and settlement of official travel, as mentioned in the Explanatory Memorandum A. General Part - Financial Impact."," The increases in certain compensations (for example, mileage allowance, travel cost reimbursement when the trip begins at the residence) are offset by savings in other provisions (restriction of eligibility for first-class travel on trains, adjustment of the",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,118,Could you explain the justification behind changes such as limiting first-class train use and modifying daily allowance amounts?,,chunk_65; chunk_69; chunk_64; chunk_2; chunk_55; chunk_84; chunk_57; chunk_81; chunk_61; chunk_3,"The justification behind changes such as limiting first-class train use and modifying daily allowance amounts is to achieve administrative simplification, cost reduction, and economic management. Limiting first-class train use encourages more cost-effective travel options, such as second class, which is acceptable for longer distances due to current travel comfort standards. This strengthens departments' self-responsibility and allows for flexible, needs-based handling. Modifying daily allowance amounts, including adjusting the reduction of the per diem allowance in the case of complimentary meals, aligns with tax law provisions, thereby eliminating the need to tax parts of the per diem. These changes aim to streamline processes, reduce administrative effort, and ensure that expenses are managed economically."," The increases in certain compensations (for example, mileage allowance, travel cost reimbursement when the trip begins at the residence) are offset by savings in other provisions (restriction of eligibility for first-class travel on trains, adjustment of the",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,119,reduction of the per diem in the case of complimentary meals in accordance with tax,Chunk_57,chunk_27; chunk_48; chunk_24; chunk_26; chunk_75; chunk_2; chunk_35; chunk_55; chunk_31; chunk_70,"The reduction of the per diem in the case of complimentary meals in accordance with tax law provisions is adjusted to eliminate the need to tax parts of the per diem. This adjustment is mentioned in the Revised Version of the State Travel Expense Act, where it states that the regulation for the reduction of the per diem allowance in the case of complimentary meals is aligned with tax regulations. This change ensures that parts of the per diem are no longer taxed.",regulations).,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,120,Could you tell me about the previous number of different standard mileage rates?,Chunk_57,chunk_69; chunk_23; chunk_22; chunk_64; chunk_2; chunk_67; chunk_12; chunk_25; chunk_65; chunk_83,"The previous number of different standard mileage rates was three. These rates were denoted as G, , and cents/km, and they depended on factors such as the vehicle’s engine capacity, whether there were compelling reasons for its use, and whether the vehicle was approved for official travel.",regulations).,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,121,How many mileage allowance rates were there in the past?,Chunk_69,chunk_23; chunk_22; chunk_69; chunk_2; chunk_12; chunk_64; chunk_25; chunk_35; chunk_20; chunk_27,"In the past, there were three different rates for the mileage allowance.","With the use of one’s own motor vehicle, there were previously three different rates (1G, 25, and 35 cents/km), depending on whether the vehicle’s engine capacity was above or below G00 ccm, whether compelling reasons existed for its use, and whether the vehicle was approved for official travel. In addition, the vehicle had to belong to the traveler or to a person living in a common household (which repeatedly led to problems, especially in non-marital partnerships).",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,122,What will the number of future mileage rates be?,Chunk_69,chunk_23; chunk_69; chunk_22; chunk_64; chunk_2; chunk_20; chunk_12; chunk_4; chunk_51; chunk_25,The number of future mileage rates will be two.,"With the use of one’s own motor vehicle, there were previously three different rates (1G, 25, and 35 cents/km), depending on whether the vehicle’s engine capacity was above or below G00 ccm, whether compelling reasons existed for its use, and whether the vehicle was approved for official travel. In addition, the vehicle had to belong to the traveler or to a person living in a common household (which repeatedly led to problems, especially in non-marital partnerships).",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,123,How many mileage allowance rates will there be in the future?,Chunk_69,chunk_23; chunk_22; chunk_69; chunk_2; chunk_64; chunk_12; chunk_20; chunk_51; chunk_25; chunk_55,"According to the context provided, in the future, there will be two mileage allowance rates. The first rate is –  cents per kilometer if there is a significant official interest in the use of the vehicle. The second rate is –  cents per kilometer in all other cases of motor vehicle use and for the use of another vehicle.","In the future, only two rates shall apply: – 35 cents if there is a significant official interest in the use of the vehicle. This includes employees who, under the law in force until December 31, 2017, fulfilled the requirements for the approval of their private vehicle for official travel (in particular, field employees), as well as other employees when carpooling is arranged or in the case of severely disabled employees. The previous additional allowance of 2 cents/km for accompanying persons is eliminated. – 25 cents/km in all other cases of motor vehicle use and for the use of another vehicle (for example, bicycle, e-bike). This rate is intended to cover the ongoing operating costs. With this new regulation, the formal procedure for “approval of one’s own vehicle for official travel” is eliminated, as is the previously often cumbersome examination of whether compelling reasons exist. Furthermore, an incentive is created to use a bicycle or e-bike for shorter official trips. For the entitlement to mileage allowance, it is no longer required that the traveler uses a vehicle they own.",v1_Basic_RAG_Prompt,mpnet
